CID,IUPAC name,InChI,temp,group,pKa
C6731539,2-[(4-nitrophenyl)methyl]propanedinitrile,"InChI=1S/C10H7N3O2/c11-6-9(7-12)5-8-1-3-10(4-2-8)13(14)15/h1-4,9H,5H2",25,H18,10.87
C22978263,2-methyl-N-phenylbenzenecarbothioamide,"InChI=1S/C14H13NS/c1-11-7-5-6-10-13(11)14(16)15-12-8-3-2-4-9-12/h2-10H,1H3,(H,15,16)",20,H19,10.87
C5626926,4-amino-N-(furan-2-ylmethyl)benzenesulfonamide,"InChI=1S/C11H12N2O3S/c12-9-3-5-11(6-4-9)17(14,15)13-8-10-2-1-7-16-10/h1-7,13H,8,12H2",,H20,10.89
C127351091,3-bromo-N-(4-methylphenyl)benzenecarbothioamide,"InChI=1S/C14H12BrNS/c1-10-5-7-13(8-6-10)16-14(17)11-3-2-4-12(15)9-11/h2-9H,1H3,(H,16,17)",,H20,10.89
C79403,ethanedithioamide,"InChI=1S/C2H4N2S2/c3-1(5)2(4)6/h(H2,3,5)(H2,4,6)",20,H10,10.89
C80030928,2-methyl-5-phenyl-1H-pyrazol-3-one,"InChI=1S/C10H10N2O/c1-12-10(13)7-9(11-12)8-5-3-2-4-6-8/h2-7,13H,1H3",,H14,10.9
C856847842,"2,5-dimethyl-4-phenyl-1H-pyrazol-3-one","InChI=1S/C11H12N2O/c1-8-10(11(14)13(2)12-8)9-6-4-3-5-7-9/h3-7,14H,1-2H3",,H15,10.9
C7599055,2-(4-nitrophenyl)-2-phenylacetonitrile,"InChI=1S/C14H10N2O2/c15-10-14(11-4-2-1-3-5-11)12-6-8-13(9-7-12)16(17)18/h1-9,14H",25,H19,10.9
C89075547,"2-(2,6-dimethoxyphenyl)-3H-imidazo[4,5-c]pyridine","InChI=1S/C14H13N3O2/c1-18-11-4-3-5-12(19-2)13(11)14-16-9-6-7-15-8-10(9)17-14/h3-8H,1-2H3,(H,16,17)",25,H20,10.9
C23002564,"N-ethyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine","InChI=1S/C7H9N5/c1-2-8-6-5-3-11-12-7(5)10-4-9-6/h3-4H,2H2,1H3,(H2,8,9,10,11,12)",20,H17,10.9
C527606,"2,4,6-trimethylphenol","InChI=1S/C9H12O/c1-6-4-7(2)9(10)8(3)5-6/h4-5,10H,1-3H3",23,H22,10.9
C30440927,2-hydroxynaphthalene-1-carboxylic acid,"InChI=1S/C11H8O3/c12-9-6-5-7-3-1-2-4-8(7)10(9)11(13)14/h1-6,12H,(H,13,14)",25,H21,10.92
C58360864,"N-benzyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine","InChI=1S/C12H11N5/c1-2-4-9(5-3-1)6-13-11-10-7-16-17-12(10)15-8-14-11/h1-5,7-8H,6H2,(H2,13,14,15,16,17)",20,H24,10.93
C127351024,N-(4-chlorophenyl)-4-methoxybenzenecarbothioamide,"InChI=1S/C14H12ClNOS/c1-17-13-8-2-10(3-9-13)14(18)16-12-6-4-11(15)5-7-12/h2-9H,1H3,(H,16,18)",,H19,10.93
C23002575,"N,N-dimethyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine","InChI=1S/C7H9N5/c1-12(2)7-5-3-10-11-6(5)8-4-9-7/h3-4H,1-2H3,(H,8,9,10,11)",20,H20,11.0
C28470840,"1,3-oxazolidine-2-thione","InChI=1S/C3H5NOS/c6-3-4-1-2-5-3/h1-2H2,(H,4,6)",20,H11,11.05
C86855278,2-(aminomethyl)-6-methoxyphenol,"InChI=1S/C8H11NO2/c1-11-7-4-2-3-6(5-9)8(7)10/h2-4,10H,5,9H2,1H3",25,H19,11.06
C5310203,N-(4-chlorophenyl)ethanethioamide,"InChI=1S/C8H8ClNS/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,1H3,(H,10,11)",20,H14,11.06
C32106040,"1H-imidazo[4,5-b]pyridine","InChI=1S/C6H5N3/c1-2-5-6(7-3-1)9-4-8-5/h1-4H,(H,7,8,9)",,H10,11.08
C23802111,2-[(dimethylamino)methyl]-6-methylphenol,"InChI=1S/C10H15NO/c1-8-5-4-6-9(10(8)12)7-11(2)3/h4-6,12H,7H2,1-3H3",25,H27,11.1
C16528555,2-methylpropane-2-thiol,"InChI=1S/C4H10S/c1-4(2,3)5/h5H,1-3H3",20,H15,11.14
C143784332,"2,4-dimethyl-6-propan-2-ylphenol","InChI=1S/C11H16O/c1-7(2)10-6-8(3)5-9(4)11(10)12/h5-7,12H,1-4H3",20,H28,11.18
C109773,propanedinitrile,InChI=1S/C3H2N2/c4-2-1-3-5/h1H2,25,H7,11.19
C1137673,2-pyridin-3-yl-1H-benzimidazole,"InChI=1S/C12H9N3/c1-2-6-11-10(5-1)14-12(15-11)9-4-3-7-13-8-9/h1-8H,(H,14,15)",25,H16,11.21
C5401478,"N-butyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine","InChI=1S/C9H13N5/c1-2-3-4-10-8-7-5-13-14-9(7)12-6-11-8/h5-6H,2-4H2,1H3,(H2,10,11,12,13,14)",20,H26,11.21
C6300954,"6-phenyl-1,3-diazinane-2,4-dione","InChI=1S/C10H10N2O2/c13-9-6-8(11-10(14)12-9)7-4-2-1-3-5-7/h1-5,8H,6H2,(H2,11,12,13,14)",25,H21,11.22
C7204355,2-[(dimethylamino)methyl]-4-methylphenol,"InChI=1S/C10H15NO/c1-8-4-5-10(12)9(6-8)7-11(2)3/h4-6,12H,7H2,1-3H3",25,H27,11.22
C6501673,"1,3-dimethyl-6,7-dihydropurin-2-one","InChI=1S/C7H10N4O/c1-10-3-5-6(9-4-8-5)11(2)7(10)12/h4H,3H2,1-2H3,(H,8,9)",25,H15,11.25
C26060231,4-methoxy-N-phenylbenzenecarbothioamide,"InChI=1S/C14H13NOS/c1-16-13-9-7-11(8-10-13)14(17)15-12-5-3-2-4-6-12/h2-10H,1H3,(H,15,17)",20,H20,11.27
C5334474,"N,6-dimethyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine","InChI=1S/C7H9N5/c1-4-10-6(8-2)5-3-9-12-7(5)11-4/h3H,1-2H3,(H2,8,9,10,11,12)",20,H14,11.27
C7713771,"4,5-dimethyl-2-phenyl-1H-pyrazol-3-one","InChI=1S/C11H12N2O/c1-8-9(2)12-13(11(8)14)10-6-4-3-5-7-10/h3-7,14H,1-2H3",,H15,11.3
C64754672,"5-methyl-4-phenyl-1,2-dihydropyrazol-3-one","InChI=1S/C10H10N2O/c1-7-9(10(13)12-11-7)8-5-3-2-4-6-8/h2-6H,1H3,(H2,11,12,13)",,H15,11.4
C859144891,"2-phenyl-4,5,6,7-tetrahydro-1H-indazol-3-one","InChI=1S/C13H14N2O/c16-13-11-8-4-5-9-12(11)14-15(13)10-6-2-1-3-7-10/h1-3,6-7,16H,4-5,8-9H2",,H25,11.4
C616046,"1-methylimidazolidine-2,4-dione","InChI=1S/C4H6N2O2/c1-6-2-3(7)5-4(6)8/h2H2,1H3,(H,5,7,8)",25,H11,11.4
C5444280,"N-methyl-6-methylsulfanyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine","InChI=1S/C7H9N5S/c1-8-5-4-3-9-12-6(4)11-7(10-5)13-2/h3H,1-2H3,(H2,8,9,10,11,12)",20,H15,11.4
C5203918,"5-phenyl-1,2-dihydropyrazol-3-one","InChI=1S/C9H8N2O/c12-9-6-8(10-11-9)7-4-2-1-3-5-7/h1-6H,(H2,10,11,12)",,H17,11.4
C29639676,"5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione","InChI=1S/C9H14N2O2S/c1-3-4-5(2)6-7(12)10-9(14)11-8(6)13/h5-6H,3-4H2,1-2H3,(H2,10,11,12,13,14)",28,H28,11.41
C6953657,(6-chloro-1H-benzimidazol-2-yl)methanol,"InChI=1S/C8H7ClN2O/c9-5-1-2-6-7(3-5)11-8(4-12)10-6/h1-3,12H,4H2,(H,10,11)",30,H19,11.46
C97438,4-tert-butyl-2-[(dimethylamino)methyl]phenol,"InChI=1S/C13H21NO/c1-13(2,3)11-6-7-12(15)10(8-11)9-14(4)5/h6-8,15H,9H2,1-5H3",25,H36,11.48
C30518355,2-[(dimethylamino)methyl]-4-phenylmethoxyphenol,"InChI=1S/C16H19NO2/c1-17(2)11-14-10-15(8-9-16(14)18)19-12-13-6-4-3-5-7-13/h3-10,18H,11-12H2,1-2H3",25,H35,11.48
C2964332,2-[(4-chlorophenyl)methyl]propanedinitrile,"InChI=1S/C10H7ClN2/c11-10-3-1-8(2-4-10)5-9(6-12)7-13/h1-4,9H,5H2",25,H16,11.49
C22717415,4-ethyl-5-methyl-2-phenyl-1H-pyrazol-3-one,"InChI=1S/C12H14N2O/c1-3-11-9(2)13-14(12(11)15)10-7-5-4-6-8-10/h4-8,15H,3H2,1-2H3",,H18,11.5
C20199068,4-methyl-N-phenylbenzenecarbothioamide,"InChI=1S/C14H13NS/c1-11-7-9-12(10-8-11)14(16)15-13-5-3-2-4-6-13/h2-10H,1H3,(H,15,16)",,H21,11.5
C141980,O-propan-2-yl N-ethylcarbamothioate,"InChI=1S/C6H13NOS/c1-4-7-6(9)8-5(2)3/h5H,4H2,1-3H3,(H,7,9)",20,H19,11.52
C20753315,O-propan-2-yl N-methylcarbamothioate,"InChI=1S/C5H11NOS/c1-4(2)7-5(8)6-3/h4H,1-3H3,(H,6,8)",20,H16,11.56
C50993685,5-methyl-2-phenyl-4-propan-2-yl-1H-pyrazol-3-one,"InChI=1S/C13H16N2O/c1-9(2)12-10(3)14-15(13(12)16)11-7-5-4-6-8-11/h4-9,16H,1-3H3",,H18,11.6
C154034625,"2-amino-3,7-dihydropurine-6-thione","InChI=1S/C5H5N5S/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",23,H13,11.6
C1822936004,5-hydroxy-1H-pyrimidin-6-one,"InChI=1S/C4H4N2O2/c7-3-1-5-2-6-4(3)8/h1-2,7H,(H,5,6,8)",20,H12,11.61
C5649763,"1,3-dihydrobenzo[f]benzimidazol-2-one","InChI=1S/C11H8N2O/c14-11-12-9-5-7-3-1-2-4-8(7)6-10(9)13-11/h1-6H,(H2,12,13,14)",20,H18,11.62
C40711964,(4-nitrophenyl)-(1H-pyrazol-5-yl)methanone,"InChI=1S/C10H7N3O3/c14-10(9-5-6-11-12-9)7-1-3-8(4-2-7)13(15)16/h1-6H,(H,11,12)",,H22,11.68
C130113109,(3-methoxypyridin-4-yl)methanediol,"InChI=1S/C7H9NO3/c1-11-6-4-8-3-2-5(6)7(9)10/h2-4,7,9-10H,1H3",20,H17,11.7
C584134,"1,2,4-triazol-4-amine","InChI=1S/C2H4N4/c3-6-1-4-5-2-6/h1-2H,3H2",25,H10,11.75
C3031741,hydroperoxyethane,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3",20,H10,11.8
C34496305,4-nitrobenzenecarbothioamide,"InChI=1S/C7H6N2O2S/c8-7(12)5-1-3-6(4-2-5)9(10)11/h1-4H,(H2,8,12)",20,H18,11.84
C82020277,4-methoxy-N-(4-methoxyphenyl)benzenecarbothioamide,"InChI=1S/C15H15NO2S/c1-17-13-7-3-11(4-8-13)15(19)16-12-5-9-14(18-2)10-6-12/h3-10H,1-2H3,(H,16,19)",,H20,11.85
C696117,"1-methyl-1,3-diazinane-2,4-dione","InChI=1S/C5H8N2O2/c1-7-3-2-4(8)6-5(7)9/h2-3H2,1H3,(H,6,8,9)",25,H14,11.86
C79481699,"5-methyl-2,4-diphenyl-1H-pyrazol-3-one","InChI=1S/C16H14N2O/c1-12-15(13-8-4-2-5-9-13)16(19)18(17-12)14-10-6-3-7-11-14/h2-11,19H,1H3",,H20,11.9
C84788921,"1H-indole-2,3-dione","InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)9-8(7)11/h1-4H,(H,9,10,11)",30,H12,11.9
C5310189,N-(4-methoxyphenyl)ethanethioamide,"InChI=1S/C9H11NOS/c1-7(12)10-8-3-5-9(11-2)6-4-8/h3-6H,1-2H3,(H,10,12)",20,H17,11.96
C19854923,phenyl(1H-pyrazol-5-yl)methanone,"InChI=1S/C10H8N2O/c13-10(9-6-7-11-12-9)8-4-2-1-3-5-8/h1-7H,(H,11,12)",,H17,11.97
C40711942,(4-methylphenyl)-(1H-pyrazol-5-yl)methanone,"InChI=1S/C11H10N2O/c1-8-2-4-9(5-3-8)11(14)10-6-7-12-13-10/h2-7H,1H3,(H,12,13)",,H23,12.02
C1137684,2-pyridin-2-yl-1H-benzimidazole,"InChI=1S/C12H9N3/c1-2-6-10-9(5-1)14-12(15-10)11-7-3-4-8-13-11/h1-8H,(H,14,15)",25,H16,12.05
C4856977,1H-benzimidazol-2-ylmethanol,"InChI=1S/C8H8N2O/c11-5-8-9-6-3-1-2-4-7(6)10-8/h1-4,11H,5H2,(H,9,10)",24,H19,12.09
C7241590,2-hydroperoxypropane,"InChI=1S/C3H8O2/c1-3(2)5-4/h3-4H,1-2H3",20,H13,12.1
C1452773,pyridine-2-carboxamide,"InChI=1S/C6H6N2O/c7-6(9)5-3-1-2-4-8-5/h1-4H,(H2,7,9)",25,H15,12.12
C20605418,2-methoxyacetohydrazide,"InChI=1S/C3H8N2O2/c1-7-2-3(6)5-4/h2,4H2,1H3,(H,5,6)",25,H10,12.14
C14309898,N-benzylbenzenecarbothioamide,"InChI=1S/C14H13NS/c16-14(13-9-5-2-6-10-13)15-11-12-7-3-1-4-8-12/h1-10H,11H2,(H,15,16)",20,H19,12.16
C6632059,"2,5-diphenyl-1H-pyrazol-3-one","InChI=1S/C15H12N2O/c18-15-11-14(12-7-3-1-4-8-12)16-17(15)13-9-5-2-6-10-13/h1-11,18H",,H19,12.2
C19322726,pyridin-4-ylmethanediol,"InChI=1S/C6H7NO2/c8-6(9)5-1-3-7-4-2-5/h1-4,6,8-9H",20,H16,12.2
C117311098,"1,3,5,6,7,8-hexahydrobenzo[f]benzimidazol-2-one","InChI=1S/C11H12N2O/c14-11-12-9-5-7-3-1-2-4-8(7)6-10(9)13-11/h5-6H,1-4H2,(H2,12,13,14)",20,H26,12.21
C942060040,5-methyl-3-(trifluoromethyl)-1H-pyrazole,"InChI=1S/C5H5F3N2/c1-3-2-4(10-9-3)5(6,7)8/h2H,1H3,(H,9,10)",25,H12,12.33
C4403729,phenylmethanediol,"InChI=1S/C7H8O2/c8-7(9)6-4-2-1-3-5-6/h1-5,7-9H",25,H17,12.43
C26197933,4-bromobenzenecarbothioamide,"InChI=1S/C7H6BrNS/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H2,9,10)",20,H16,12.46
C269078,1H-benzo[f]benzimidazole,"InChI=1S/C11H8N2/c1-2-4-9-6-11-10(12-7-13-11)5-8(9)3-1/h1-7H,(H,12,13)",20,H16,12.52
C233534,3H-benzo[e]benzimidazole,"InChI=1S/C11H8N2/c1-2-4-9-8(3-1)5-6-10-11(9)13-7-12-10/h1-7H,(H,12,13)",20,H17,12.54
C138565783,"1-methyl-6-nitro-4,9-dihydro-3H-pyrido[3,4-b]indole","InChI=1S/C12H11N3O2/c1-7-12-9(4-5-13-7)10-6-8(15(16)17)2-3-11(10)14-12/h2-3,6,14H,4-5H2,1H3",25,H20,12.55
C67083,"2,5-diphenyl-1H-imidazole","InChI=1S/C15H12N2/c1-3-7-12(8-4-1)14-11-16-15(17-14)13-9-5-2-6-10-13/h1-11H,(H,16,17)",25,H18,12.6
C26985659,1H-benzimidazole,"InChI=1S/C7H6N2/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,(H,8,9)",21,H10,12.63
C2075458,4-bromo-1H-pyrazole,"InChI=1S/C3H3BrN2/c4-3-1-5-6-2-3/h1-2H,(H,5,6)",25,H8,12.69
C102408311,1H-benzo[f]benzimidazol-2-amine,"InChI=1S/C11H9N3/c12-11-13-9-5-7-3-1-2-4-8(7)6-10(9)14-11/h1-6H,(H3,12,13,14)",20,H17,12.8
C75912,2-hydroperoxy-2-methylpropane,"InChI=1S/C4H10O2/c1-4(2,3)6-5/h5H,1-3H3",20,H16,12.8
C5805572,1H-benzimidazol-2-ylmethanamine,"InChI=1S/C8H9N3/c9-5-8-10-6-3-1-2-4-7(6)11-8/h1-4H,5,9H2,(H,10,11)",26.9,H20,12.8
C463570,methanediol,"InChI=1S/CH4O2/c2-1-3/h2-3H,1H2",19,H7,12.83
C14159570,phenyl(pyridin-2-yl)methanol,"InChI=1S/C12H11NO/c14-12(10-6-2-1-3-7-10)11-8-4-5-9-13-11/h1-9,12,14H",22.4,H23,12.85
C97508571,2-ethyl-1H-benzo[f]benzimidazole,"InChI=1S/C13H12N2/c1-2-13-14-11-7-9-5-3-4-6-10(9)8-12(11)15-13/h3-8H,2H2,1H3,(H,14,15)",20,H16,12.9
C13370064,"2,3-diphenyl-1H-pyrazol-5-one","InChI=1S/C15H12N2O/c18-15-11-14(12-7-3-1-4-8-12)17(16-15)13-9-5-2-6-10-13/h1-11H,(H,16,18)",,H19,12.9
C130113096,(3-methoxypyridin-2-yl)methanediol,"InChI=1S/C7H9NO3/c1-11-5-3-2-4-8-6(5)7(9)10/h2-4,7,9-10H,1H3",20,H20,12.95
C14309887,N-benzylethanethioamide,"InChI=1S/C9H11NS/c1-8(11)10-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3,(H,10,11)",20,H16,13.0
C6282026,N-(hydroxymethyl)benzamide,"InChI=1S/C8H9NO2/c10-6-9-8(11)7-4-2-1-3-5-7/h1-5,10H,6H2,(H,9,11)",25,H20,13.05
C598389,"2,2-dichloroethanol","InChI=1S/C2H4Cl2O/c3-2(4)1-5/h2,5H,1H2",25,H9,13.18
C30306195,prop-2-yn-1-ol,"InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2",25,H7,13.28
C90497624,4-phenylsulfanylazetidin-2-one,"InChI=1S/C9H9NOS/c11-8-6-9(10-8)12-7-4-2-1-3-5-7/h1-5,9H,6H2,(H,10,11)",25,H16,13.33
C88744,2-nitroaniline,"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2",25,H16,13.45
C1052090295,5-phenyl-1H-imidazole,"InChI=1S/C9H8N2/c1-2-4-8(5-3-1)9-6-10-7-11-9/h1-7H,(H,10,11)",25,H14,13.48
C10199685,4-phenyl-1H-pyrazole,"InChI=1S/C9H8N2/c1-2-4-8(5-3-1)9-6-10-11-7-9/h1-7H,(H,10,11)",25,H18,13.64
C15900115,5-methyl-4-[(5-methyl-3-oxo-2-phenyl-1H-pyrazol-4-yl)methylidene]-2-phenylpyrazol-3-one,"InChI=1S/C21H18N4O2/c1-14-18(20(26)24(22-14)16-9-5-3-6-10-16)13-19-15(2)23-25(21(19)27)17-11-7-4-8-12-17/h3-13,26H,1-2H3",,H29,13.8
C107211,"ethane-1,2-diol","InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",25,H10,14.04
C105809469,1H-pyrazole,"InChI=1S/C3H4N2/c1-2-4-5-3-1/h1-3H,(H,4,5)",25,H8,14.18
C64743404,1-(2-methoxyethylsulfanyl)ethanol,"InChI=1S/C5H12O2S/c1-5(6)8-4-3-7-2/h5-6H,3-4H2,1-2H3",25,H17,14.21
C6343528,1H-indazol-6-amine,"InChI=1S/C7H7N3/c8-6-2-1-5-4-9-10-7(5)3-6/h1-4H,8H2,(H,9,10)",24.9,H14,14.3
C59826674,2-chloroethanol,"InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2",22,H9,14.37
C227760409,1H-imidazole,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",25,H6,14.47
C486840,"1-methyl-9H-pyrido[3,4-b]indole","InChI=1S/C12H10N2/c1-8-12-10(6-7-13-8)9-4-2-3-5-11(9)14-12/h2-7,14H,1H3",25,H15,14.5
C3589728,"6-methoxy-1-methyl-9H-pyrido[3,4-b]indole","InChI=1S/C13H12N2O/c1-8-13-10(5-6-14-8)11-7-9(16-2)3-4-12(11)15-13/h3-7,15H,1-2H3",25,H17,14.56
C366132,"8-N,8-N,3-trimethylphenazine-2,8-diamine","InChI=1S/C15H16N4/c1-9-6-13-15(8-11(9)16)18-14-7-10(19(2)3)4-5-12(14)17-13/h4-8H,16H2,1-3H3",23,H35,14.68
C32718540,2-methoxyethanol,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",25,H13,14.88
C525417,"1-methyl-4,9-dihydro-3H-pyrido[3,4-b]indole","InChI=1S/C12H12N2/c1-8-12-10(6-7-13-8)9-4-2-3-5-11(9)14-12/h2-5,14H,6-7H2,1H3",25,H19,14.9
C67516,"3,5-dimethyl-1H-pyrazole","InChI=1S/C5H8N2/c1-4-3-5(2)7-6-4/h3H,1-2H3,(H,6,7)",24.8,H9,15.0
C794448683,"7-methoxy-1-methyl-4,9-dihydro-3H-pyrido[3,4-b]indole","InChI=1S/C13H14N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-4,7,15H,5-6H2,1-2H3",25,H19,15.34
C74839,bromomethane,InChI=1S/CH3Br/c1-2/h1H3,25,H5,15.4
C170082174,methanol,"InChI=1S/CH4O/c1-2/h2H,1H3",24,H6,15.52
C35296721,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",25,H15,15.58
C7467358,(1-methylbenzimidazol-2-yl)methanol,"InChI=1S/C9H10N2O/c1-11-8-5-3-2-4-7(8)10-9(11)6-12/h2-5,12H,6H2,1H3",298,H22,15.84
C555317,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",25,H12,16.14
C30604810,1H-pyrrole,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,24.9,H6,16.5
C557755,ethenol,"InChI=1S/C2H4O/c1-2-3/h2-3H,1H2",25,H7,16.76
C25650,2-methylpropan-2-ol,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",25,H15,17.03
C176773072,pyrimidin-4-amine,"InChI=1S/C4H5N3/c5-4-1-2-6-3-7-4/h1-3H,(H2,5,6,7)",24.9,H12,18.4
C27043396,pyrimidin-2-amine,"InChI=1S/C4H5N3/c5-4-6-2-1-3-7-4/h1-3H,(H2,5,6,7)",24.9,H12,20.5
